Cancer Types,Sample Names,Accuracy,DBS1,DBS2,DBS3,DBS4,DBS5,DBS6,DBS7,DBS8,DBS9,DBS10,DBS11
Lung-SCC,SP58991,0.985,0,429,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56607,0.976,0,258,0,0,0,0,0,0,0,0,0
Lung-SCC,SP58326,0.974,0,1007,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57267,0.993,0,1110,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57066,0.975,0,880,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57901,0.984,0,678,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57651,0.923,0,221,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57450,0.929,0,182,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57846,0.978,0,564,0,0,0,0,0,0,0,0,0
Lung-SCC,SP58612,0.99,0,483,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56821,0.961,0,403,0,0,0,0,0,0,0,0,0
Lung-SCC,SP58882,0.978,0,342,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57189,0.994,0,2346,0,0,0,0,0,0,0,0,0
Lymph-BNHL,SP127630,0.653,0,0,0,0,0,0,20,0,38,0,9
Lymph-BNHL,SP127634,0.804,0,21,0,46,0,0,0,0,112,0,44
Lymph-BNHL,SP127636,0.867,0,0,0,12,0,27,44,0,0,0,41
Lymph-BNHL,SP127628,0.724,0,0,0,0,11,0,0,0,0,0,24
Lymph-BNHL,SP127640,0.755,0,9,0,7,0,0,37,0,37,0,15
Lymph-BNHL,SP127638,0.829,0,0,0,10,0,0,0,0,26,0,16
Lymph-BNHL,SP127632,0.609,0,0,0,21,0,0,0,0,64,0,24
Lymph-BNHL,SP59388,0.483,0,0,0,3,0,0,8,0,7,0,2
Lymph-BNHL,SP116649,0.668,0,0,0,10,0,0,44,0,30,0,11
Lymph-BNHL,SP59416,0.49,0,0,0,2,0,0,8,0,12,0,0
Lymph-BNHL,SP124977,0.514,0,0,0,6,0,0,15,0,13,0,7
Lymph-BNHL,SP59356,0.749,0,7,0,12,0,0,0,0,19,0,0
Lymph-BNHL,SP116612,0.853,0,7,0,12,0,0,0,0,28,0,27
Lymph-BNHL,SP116659,0.676,0,0,0,6,0,0,35,0,47,0,15
Lymph-BNHL,SP116668,0.744,0,0,0,32,0,0,65,0,95,0,55
Lymph-BNHL,SP116630,0.771,0,7,0,6,0,10,0,0,19,0,9
Lymph-BNHL,SP59412,0.808,0,0,0,11,0,0,24,0,0,0,27
Lymph-BNHL,SP116686,0.703,0,0,0,0,0,0,27,0,13,0,10
Lymph-BNHL,SP116694,0.739,0,0,0,12,0,16,0,0,42,0,13
Lymph-BNHL,SP116712,0.499,0,0,0,0,0,0,3,0,0,0,0
Lymph-BNHL,SP116726,0.838,0,13,0,9,0,0,0,0,33,0,14
Lymph-BNHL,SP116723,0.582,0,0,0,2,0,0,7,0,10,0,0
Lymph-BNHL,SP59276,0.471,0,1,0,0,0,3,0,0,1,0,0
Lymph-BNHL,SP116703,0.563,0,0,0,3,0,7,11,0,12,0,0
Lymph-BNHL,SP59312,0.721,0,0,0,14,0,0,20,0,27,0,13
Lymph-BNHL,SP116701,0.664,0,0,0,0,0,12,0,0,25,0,5
Lymph-BNHL,SP59296,0.414,0,0,0,2,0,0,0,0,7,0,4
Lymph-BNHL,SP59280,0.656,0,0,0,1,0,5,6,0,4,0,6
Lymph-BNHL,SP59344,0.668,0,0,0,7,6,0,0,0,0,0,0
Lymph-BNHL,SP59460,0.733,0,0,0,7,0,0,13,0,19,0,11
Lymph-BNHL,SP59404,0.538,0,5,0,0,0,0,0,0,0,0,11
Lymph-BNHL,SP116709,0.695,0,3,0,3,0,0,0,5,6,0,7
Lymph-BNHL,SP59448,0.826,0,0,0,10,0,0,42,0,75,0,33
Lymph-BNHL,SP116614,0.728,0,0,0,10,0,0,17,0,19,0,8
Lymph-BNHL,SP59464,0.768,0,4,0,1,4,0,0,0,9,0,4
Lymph-BNHL,SP59364,0.784,0,6,0,7,0,0,0,0,13,0,12
Lymph-BNHL,SP116663,0.761,0,7,0,5,0,0,21,0,29,0,15
Lymph-BNHL,SP59444,0.398,0,0,0,2,0,0,0,0,11,5,3
Lymph-BNHL,SP116690,0.706,0,13,0,12,0,0,35,0,46,0,18
Lymph-BNHL,SP59270,0.587,0,2,0,0,0,0,0,0,0,0,7
Lymph-BNHL,SP59352,0.768,0,8,0,5,0,0,22,0,7,0,6
Lymph-BNHL,SP116652,0.337,0,0,0,0,0,0,0,0,5,0,0
Lymph-BNHL,SP116715,0.874,0,0,0,20,0,0,0,0,106,0,127
Lymph-BNHL,SP116718,0.754,0,0,0,6,10,0,26,0,21,0,16
Lymph-BNHL,SP116720,0.857,0,4,0,5,0,0,10,0,17,0,11
Lymph-BNHL,SP59284,0.731,0,0,0,3,0,0,6,0,7,0,5
Lymph-BNHL,SP116618,0.784,0,9,0,9,0,0,0,0,22,0,12
Lymph-BNHL,SP59436,0.701,0,0,0,4,0,0,4,0,3,0,4
Lymph-BNHL,SP116645,0.807,0,11,0,14,0,0,24,0,31,0,23
Lymph-BNHL,SP59320,0.627,0,3,0,0,0,0,16,0,11,0,0
Lymph-BNHL,SP116672,0.705,0,0,0,3,0,0,0,0,8,0,7
Lymph-BNHL,SP116635,0.85,0,0,0,0,0,0,0,0,0,0,60
Lymph-BNHL,SP59328,0.583,0,3,0,3,4,0,0,0,12,0,0
Lymph-BNHL,SP116627,0.598,0,0,0,3,0,0,0,0,8,0,4
Lymph-BNHL,SP116725,0.549,0,0,0,2,2,0,0,0,0,0,3
Lymph-BNHL,SP59292,0.453,0,3,0,0,0,0,0,0,0,0,11
Lymph-BNHL,SP116683,0.785,0,0,0,18,0,0,0,0,0,0,36
Lymph-BNHL,SP59372,0.709,0,0,0,0,4,7,0,0,0,0,8
Lymph-BNHL,SP116610,0.76,0,0,0,19,0,0,0,0,75,0,49
Lymph-BNHL,SP116638,0.703,0,5,0,5,0,0,0,0,17,0,6
Lymph-BNHL,SP59336,0.454,0,0,0,0,0,4,0,0,8,0,0
Lymph-BNHL,SP124971,0.877,0,18,0,14,0,0,44,0,0,0,29
Lymph-BNHL,SP116665,0.577,0,1,0,2,0,0,0,0,0,0,1
Lymph-BNHL,SP116674,0.722,0,4,0,3,0,0,0,0,16,0,11
Lymph-BNHL,SP116657,0.72,0,0,0,13,0,0,0,0,58,0,16
Lymph-BNHL,SP116670,0.867,0,0,0,9,0,0,0,0,50,0,61
Lymph-BNHL,SP116642,0.786,0,0,0,9,0,0,30,0,39,0,21
Lymph-BNHL,SP116606,0.77,0,0,0,13,0,0,0,0,45,0,37
Lymph-BNHL,SP116604,0.742,0,0,0,4,0,0,0,0,19,0,16
Lymph-BNHL,SP59376,0.615,0,1,0,0,2,0,0,0,1,0,1
Lymph-BNHL,SP59272,0.504,0,2,0,2,0,0,0,0,5,0,0
Lymph-BNHL,SP124969,0.741,0,10,0,9,12,0,36,0,32,0,0
Lymph-BNHL,SP116608,0.746,0,7,0,3,0,0,12,0,11,0,0
Lymph-BNHL,SP59396,0.499,0,0,0,0,0,0,2,0,0,0,3
Lymph-BNHL,SP116688,0.637,0,3,0,2,0,0,0,0,6,0,7
Lymph-BNHL,SP59392,0.333,0,0,0,0,0,0,3,0,1,0,0
Lymph-BNHL,SP59456,0.722,0,0,0,8,0,0,17,0,0,0,19
Lymph-BNHL,SP59348,0.788,0,8,0,4,0,0,15,0,13,0,20
Lymph-BNHL,SP59300,0.797,0,10,0,6,0,21,0,0,32,0,17
Lymph-BNHL,SP59340,0.576,0,0,0,3,0,0,0,0,13,0,12
Lymph-BNHL,SP59380,0.775,0,1,0,2,0,4,0,0,1,0,3
Lymph-BNHL,SP59440,0.664,0,0,0,0,0,0,0,0,0,0,24
Lymph-BNHL,SP59428,0.564,0,0,0,1,0,4,0,0,2,0,3
Lymph-BNHL,SP59400,0.873,0,0,0,35,0,0,0,0,0,0,50
Lymph-BNHL,SP116624,0.709,0,5,0,4,0,0,15,0,11,0,8
Lymph-BNHL,SP59432,0.711,0,3,0,0,0,0,5,0,0,0,5
Lymph-BNHL,SP59452,0.795,0,0,0,16,0,0,51,0,0,0,50
Lymph-BNHL,SP116679,0.583,0,2,0,0,0,0,6,0,0,0,6
Lymph-BNHL,SP116676,0.728,0,0,0,11,0,0,75,0,51,0,54
Lymph-BNHL,SP59360,0.594,0,4,11,0,0,0,0,0,11,0,8
Lymph-BNHL,SP59384,0.316,0,0,0,3,0,0,0,0,9,0,2
Lymph-BNHL,SP59332,0.509,0,0,0,0,0,0,0,0,0,0,17
Lymph-BNHL,SP116616,0.677,0,0,0,9,0,0,0,0,27,0,9
Lymph-BNHL,SP124981,0.591,0,0,0,6,0,0,11,0,15,0,4
Lymph-BNHL,SP59368,0.802,0,0,0,10,0,0,43,0,46,0,28
Lymph-BNHL,SP116648,0.764,0,0,0,20,0,0,32,0,33,0,24
Lymph-BNHL,SP59420,0.711,0,5,0,1,0,5,8,0,7,0,0
Lymph-BNHL,SP116706,0.68,0,0,0,5,0,11,13,0,17,0,12
Lymph-BNHL,SP116654,0.574,0,0,0,6,0,0,0,0,25,0,15
Lymph-BNHL,SP59308,0.655,0,0,0,0,0,0,0,0,11,0,10
Lymph-BNHL,SP59288,0.599,0,0,0,7,0,0,30,0,24,0,9
Lymph-BNHL,SP116622,0.795,0,5,0,8,0,0,0,0,0,0,12
Lymph-BNHL,SP59316,0.472,0,0,7,0,0,0,8,0,0,0,6
Lymph-BNHL,SP59324,0.835,0,7,0,3,0,0,0,0,10,0,8
Lymph-BNHL,SP116697,0.869,0,0,0,53,0,0,0,0,259,0,125
Lymph-BNHL,SP59304,0.801,0,0,0,15,0,0,32,0,43,0,36
Lymph-BNHL,SP116620,0.779,0,23,0,15,0,0,75,0,56,0,32
Lymph-CLL,SP13289,0.558,0,0,0,3,0,1,2,0,0,0,0
Lymph-CLL,SP116742,0.738,0,1,0,1,0,0,0,0,1,0,2
Lymph-CLL,SP115134,0.721,0,1,0,1,0,0,0,0,0,0,3
Lymph-CLL,SP96884,0.841,0,2,0,0,0,3,0,0,0,0,2
Lymph-CLL,SP13385,0.64,0,2,0,0,3,0,0,0,0,0,0
Lymph-CLL,SP13291,0.601,0,2,0,2,0,4,0,0,4,0,0
Lymph-CLL,SP13514,0.588,0,0,0,3,0,2,3,0,0,0,3
Lymph-CLL,SP115117,0.516,0,1,0,0,2,3,0,0,3,0,0
Lymph-CLL,SP115114,0.496,0,0,0,0,2,0,3,0,0,0,4
Lymph-CLL,SP13279,0.668,0,1,0,1,2,3,0,0,0,0,3
Lymph-CLL,SP13487,0.5,0,1,0,0,0,2,0,0,4,0,0
Lymph-CLL,SP13361,0.67,0,5,0,0,0,0,10,0,0,0,7
Lymph-CLL,SP13421,0.64,0,1,0,1,0,2,6,0,0,0,0
Lymph-CLL,SP116738,0.824,0,3,0,2,0,1,0,0,0,0,2
Lymph-CLL,SP13293,0.356,0,0,0,2,0,0,2,0,4,0,0
Lymph-CLL,SP13281,0.325,0,0,0,0,0,0,2,1,1,0,0
Lymph-CLL,SP13677,0.345,0,0,0,0,0,0,0,0,2,0,1
Lymph-CLL,SP13399,0.804,0,3,0,0,0,0,0,0,3,0,0
Lymph-CLL,SP116732,0.681,0,3,0,0,0,0,3,0,0,0,4
Lymph-CLL,SP115073,0.651,0,4,0,4,0,0,0,0,0,0,0
Lymph-CLL,SP13307,0.758,0,0,0,7,0,0,0,0,0,0,0
Lymph-CLL,SP13299,0.608,0,1,0,2,0,0,0,0,7,0,0
Lymph-CLL,SP13481,0.569,0,3,0,0,0,0,0,0,0,0,0
Lymph-CLL,SP116780,0.66,0,3,0,3,0,0,5,0,0,0,0
Lymph-CLL,SP13433,0.436,0,0,0,2,2,0,2,0,5,0,0
Lymph-CLL,SP115064,0.697,0,5,0,0,0,2,2,0,4,0,1
Lymph-CLL,SP13359,0.529,0,0,0,0,0,2,2,0,2,0,0
Lymph-CLL,SP116734,0.721,0,1,0,0,0,4,9,5,6,0,5
Lymph-CLL,SP116770,0.848,0,0,0,0,4,0,0,0,0,0,0
Lymph-CLL,SP13323,0.592,0,2,0,1,0,0,0,0,3,0,0
Lymph-CLL,SP13367,0.709,0,3,0,0,7,2,5,0,5,0,4
Lymph-CLL,SP96882,0.532,0,0,0,0,0,0,0,0,5,0,4
Lymph-CLL,SP13283,0.194,0,0,0,0,0,0,0,0,1,0,0
Lymph-CLL,SP116728,0.485,0,0,0,0,0,3,0,0,0,0,0
Lymph-CLL,SP13478,0.669,0,0,0,4,0,0,2,0,0,0,1
Lymph-CLL,SP116744,0.732,0,1,0,1,0,0,0,0,8,0,0
Lymph-CLL,SP115093,0.609,0,0,0,5,0,0,5,0,4,0,0
Lymph-CLL,SP13331,0.532,0,0,0,4,0,3,10,0,6,0,3
Lymph-CLL,SP115108,0.363,0,0,0,0,0,7,14,0,0,0,0
Lymph-CLL,SP116752,0.716,0,4,0,2,0,0,0,0,10,0,0
Lymph-CLL,SP115085,0.748,0,3,0,2,0,2,3,0,0,0,3
Lymph-CLL,SP115102,0.288,0,0,0,5,0,0,0,0,0,0,0
Lymph-CLL,SP13379,0.52,0,2,0,0,0,0,0,0,0,0,6
Lymph-CLL,SP116750,0.496,0,2,0,4,0,3,6,0,0,0,5
Lymph-CLL,SP115125,0.166,0,0,0,0,0,1,0,0,0,0,0
Lymph-CLL,SP115089,0.549,0,0,0,3,0,0,3,0,6,0,0
Lymph-CLL,SP13297,0.403,0,0,0,4,0,0,0,0,0,0,0
Lymph-CLL,SP13339,0.376,0,0,0,3,0,0,0,0,0,0,0
Lymph-CLL,SP13671,0.347,0,0,0,3,0,0,4,0,0,0,0
Lymph-CLL,SP116776,0.847,0,4,0,0,0,2,0,0,0,0,2
Lymph-CLL,SP13683,0.421,0,2,0,0,0,0,0,0,0,0,7
Lymph-CLL,SP116758,0.211,0,0,0,0,0,0,4,0,7,0,2
Lymph-CLL,SP116782,0.471,0,2,0,1,2,0,6,0,5,0,0
Lymph-CLL,SP13317,0.739,0,0,0,5,0,1,3,0,0,0,0
Lymph-CLL,SP115128,0.499,0,0,6,0,0,0,4,0,0,0,4
Lymph-CLL,SP116754,0.557,0,0,0,2,0,0,6,0,0,0,5
Lymph-CLL,SP116766,0.661,0,0,0,3,0,0,15.02,0,9,0,7
Lymph-CLL,SP116748,0.54,0,0,0,0,0,7,0,0,0,0,7
Lymph-CLL,SP115070,0.435,0,0,0,0,0,5,5,0,3,0,0
Lymph-CLL,SP115131,0.651,0,0,0,3,0,0,0,0,2,0,2
Lymph-CLL,SP115097,0.52,0,0,0,0,0,4,0,0,0,0,3
Lymph-CLL,SP115060,0.414,0,0,0,8,0,0,0,0,0,0,0
Lymph-CLL,SP13594,0.445,0,0,0,5,0,0,0,0,0,0,6
Lymph-CLL,SP96834,0.591,0,1,0,1,0,1,4,3,2,0,0
Lymph-CLL,SP115057,0.712,0,0,0,0,0,3,0,0,4,0,0
Lymph-CLL,SP116768,0.469,0,0,0,0,0,2,2,0,6,0,0
Lymph-CLL,SP13442,0.687,0,1,0,4,0,7,2,0,4,0,0
Lymph-CLL,SP13325,0.407,0,0,0,0,0,0,2,0,6,0,0
Lymph-CLL,SP116736,0.903,0,8,0,0,0,0,0,0,0,0,0
Lymph-CLL,SP13619,0.689,0,0,0,3,0,0,0,0,0,0,3
Lymph-CLL,SP115111,0.724,0,1,0,1,0,0,9,0,8,0,3
Lymph-CLL,SP116760,0.405,0,0,0,2,0,3,4,0,0,0,0
Lymph-CLL,SP13311,0.444,0,0,0,0,0,0,0,0,3,0,0
Lymph-CLL,SP13509,0.819,0,0,0,6,0,0,3,0,0,0,0
Lymph-CLL,SP13539,0.493,0,0,0,2,0,0,4,0,3,0,2
Lymph-CLL,SP13624,0.514,0,0,3,1,0,2,1,0,2,0,0
Lymph-CLL,SP116746,0.516,0,0,0,1,0,0,4,0,7,0,0
Lymph-CLL,SP13490,0.739,0,3,0,1,3,2,1,0,5,0,0
Lymph-CLL,SP116774,0.552,0,0,0,0,0,3,0,0,0,0,3
Lymph-CLL,SP115105,0.449,0,0,0,0,0,0,0,0,2,0,0
Lymph-CLL,SP13278,0.769,0,3,0,5,0,0,0,0,0,0,4
Lymph-CLL,SP116756,0.582,0,0,5,3,0,2,1,0,2,0,3
Lymph-CLL,SP13319,0.376,0,0,0,3,0,0,0,0,0,0,0
Lymph-CLL,SP13280,0.376,0,0,0,3,0,0,0,0,0,0,0
Lymph-CLL,SP13363,0.147,0,0,0,0,0,0,1,0,1,0,0
Lymph-CLL,SP13347,0.482,0,0,0,3,0,0,0,0,13,0,0
Lymph-CLL,SP116730,0.915,0,13,0,4,0,0,5,0,0,0,7
Lymph-CLL,SP13365,0.788,0,1,0,1,0,1,0,0,0,0,4
Lymph-CLL,SP115099,0.271,0,0,0,0,0,0,3,0,3,0,1
Lymph-CLL,SP116764,0.709,0,2,0,0,0,0,3,0,0,0,5
Lymph-CLL,SP116772,0.687,0,0,0,1,0,0,0,0,0,0,2
Lymph-CLL,SP96888,0.504,0,2,0,0,0,0,0,0,5,0,0
Lymph-CLL,SP13327,0.593,0,2,0,2,0,2,0,0,4,0,7
Lymph-CLL,SP116740,0.629,0,1,0,0,0,5,6,0,7,0,4
Myeloid-AML,SP116788,0.238,0,0,1,0,0,0,0,0,0,0,0
Myeloid-AML,SP116789,0.212,0,0,0,0,0,0,1,0,1,0,0
Myeloid-AML,SP109002,0.453,0,0,0,2,0,0,0,0,0,0,0
Myeloid-AML,SP109001,0.946,0,0,0,0,0,2,0,0,0,0,0
Myeloid-AML,SP109006,0.581,0,0,0,3,0,0,0,0,0,0,0
Myeloid-AML,SP108998,0.874,1,0,0,1,0,0,0,0,0,0,0
Myeloid-AML,SP127706,0.754,0,0,0,0,75.54,0,0,0,0,0,0
Myeloid-AML,SP108999,0.159,0,0,0,0,1,0,0,0,0,0,0
Myeloid-AML,SP109007,0.399,0,0,0,0,0,0,0,0,2,0,0
Myeloid-AML,SP109003,0.383,0,0,0,0,0,0,0,0,2,0,0
Myeloid-MDS,SP116794,0.706,2.75,0,0,0,0,0,0,0,0,0,0
Myeloid-MDS,SP116866,0.238,0,0,1,0,0,0,0,0,0,0,0
Myeloid-MPN,SP116883,0.74,0,0,0,3,0,4,0,0,0,0,0
Myeloid-MPN,SP116815,0.204,0,0,0,0,0,0,0,0,1,0,0
Myeloid-MPN,SP116853,0.483,0,1,0,0,0,3,0,0,5,0,0
Myeloid-MPN,SP116901,0.55,0,0,0,0,0,0,0,0,1,0,0
Myeloid-MPN,SP116830,0.374,0,0,0,0,0,0,5,0,0,0,0
Myeloid-MPN,SP116802,0.999,1,0,0,0,0,0,0,0,0,0,0
Myeloid-MPN,SP116885,0.738,0,0,0,3,0,4,0,0,0,0,0
Myeloid-MPN,SP116834,0.453,0,0,0,2,0,0,0,0,0,0,0
Myeloid-MPN,SP116913,0.197,0,0,0,0,0,0,0,0,2,0,0
Myeloid-MPN,SP116799,0.405,0,0,0,0,0,0,16.32,0,0,0,0
Myeloid-MPN,SP116920,0.194,0,0,0,0,0,0,0,0,1,0,0
Myeloid-MPN,SP116835,0.453,0,0,0,2,0,0,0,0,0,0,0
Myeloid-MPN,SP116852,0.467,0,2,0,0,0,0,0,0,5,0,0
Myeloid-MPN,SP116902,0.55,0,0,0,0,0,0,0,0,1,0,0
Myeloid-MPN,SP116871,0.187,0,0,0,0,0,0,0,0,2,0,0
Myeloid-MPN,SP116820,0.151,0,0,0,0,0,0,0,0,0,0,1
Myeloid-MPN,SP116889,0.535,0,0,0,2,0,0,0,0,0,0,0
Myeloid-MPN,SP116923,0.173,0,0,0,0,0,0,0,0,2,0,0
Myeloid-MPN,SP116829,0.481,0,0,0,0,0,0,2,0,2,0,0
Myeloid-MPN,SP116904,0.151,0,0,0,0,0,0,0,0,0,0,1
Myeloid-MPN,SP116806,0.674,0,0,0,1,0,0,0,0,0,0,2
Myeloid-MPN,SP116857,0.182,0,0,0,0,0,0,0,0,2,0,0
Myeloid-MPN,SP116837,0.435,0,0,0,1,0,3,0,0,0,0,0
Myeloid-MPN,SP116905,0.74,0,0,0,1,0,0,0,0,0,0,0
Myeloid-MPN,SP116804,0.591,0,0,0,1,0,0,0,0,0,0,3
Myeloid-MPN,SP116856,0.293,0,0,2,0,0,0,0,0,0,0,0
Myeloid-MPN,SP116839,0.523,0,0,0,4,0,0,0,0,0,0,0
Myeloid-MPN,SP116925,0.78,1,0,0,0,0,0,0,0,1,0,0
Myeloid-MPN,SP116893,0.602,0,3,0,0,0,0,7,0,0,0,0
Myeloid-MPN,SP116876,0.134,0,0,0,0,0,0,2,0,0,0,0
Myeloid-MPN,SP116927,0.55,0,0,0,0,0,0,0,0,1,0,0
Myeloid-MPN,SP116909,0.643,0,0,0,1,0,0,0,0,0,0,2
Myeloid-MPN,SP116826,0.159,0,0,0,0,1,0,0,0,0,0,0
Myeloid-MPN,SP116891,0.166,0,0,0,0,0,0,3,0,0,0,0
Myeloid-MPN,SP116860,0.11,0,0,0,0,0,0,0,0,1,0,0
Myeloid-MPN,SP116848,0.459,0,0,0,2,0,0,0,0,0,0,0
Myeloid-MPN,SP116910,0.542,0,0,0,1,0,0,4,0,0,0,0
Myeloid-MPN,SP116797,0.115,0,0,0,0,0,0,0,0,0,0,2
Myeloid-MPN,SP116862,0.382,0,5,0,0,0,0,0,0,0,0,0
Myeloid-MPN,SP116823,0,0,0,0,0,0,0,0,0,0,0,0
Myeloid-MPN,SP116846,0.459,0,0,0,2,0,0,0,0,0,0,0
Myeloid-MPN,SP116881,0.469,0,0,0,3,0,0,0,0,0,0,0
Myeloid-MPN,SP116812,0.193,0,0,0,0,0,0,0,0,2,0,0
Myeloid-MPN,SP116915,0.478,0,0,0,0,2,0,0,0,3,0,0
Myeloid-MPN,SP116786,0.697,0,2,0,0,0,0,0,0,0,0,0
Myeloid-MPN,SP116851,0.432,0,0,0,0,0,2,0,0,3,0,0
Ovary-AdenoCA,SP101845,0.891,0,64,0,0,143,0,0,0,0,0,0
Ovary-AdenoCA,SP101682,0.482,0,0,9,0,3,0,0,0,11,0,0
Ovary-AdenoCA,SP61553,0.447,0,0,0,0,0,3,0,0,0,0,0
Ovary-AdenoCA,SP101724,0.922,0,45,0,0,184,0,0,0,0,0,0
Ovary-AdenoCA,SP102103,0.816,0,7,0,14,0,0,0,0,0,0,0
Ovary-AdenoCA,SP102174,0.835,0,22,0,23,0,36,0,0,0,0,0
Ovary-AdenoCA,SP101622,0.846,0,54,0,76,0,0,0,0,0,0,0
Ovary-AdenoCA,SP102161,0.802,0,6,0,11,0,12,0,0,0,0,12
Ovary-AdenoCA,SP101654,0.846,0,21,0,39,0,0,0,0,0,0,0
Ovary-AdenoCA,SP102074,0.792,0,5,0,10,0,0,0,0,17,0,0
Ovary-AdenoCA,SP101694,0.87,0,17,0,20,0,36,0,0,0,0,0
Ovary-AdenoCA,SP101616,0.829,0,9,0,17,8,29,0,0,0,0,0
Ovary-AdenoCA,SP101666,0.851,0,17,0,22,0,38,0,0,0,0,0
Ovary-AdenoCA,SP101558,0.86,0,23,0,34,0,0,0,0,0,0,0
Ovary-AdenoCA,SP102096,0.543,0,22,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA,SP102084,0.695,0,3,0,9,6,0,0,0,0,0,10
Ovary-AdenoCA,SP101580,0.9,0,40,0,46,0,0,0,0,0,0,0
Ovary-AdenoCA,SP102064,0.822,0,54,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA,SP101564,0.734,0,1,0,5,3,0,0,0,10,0,0
Ovary-AdenoCA,SP101921,0.901,0,29,0,0,75,0,0,0,0,0,0
Ovary-AdenoCA,SP101648,0.936,0,47,0,41,0,0,0,0,0,0,0
Ovary-AdenoCA,SP101628,0.816,0,10,0,31,13,0,0,0,0,0,0
Ovary-AdenoCA,SP101708,0.792,0,28,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA,SP102055,0.792,0,4,0,4,0,6,0,0,0,0,0
Ovary-AdenoCA,SP101634,0.901,0,29,0,26,0,45,0,0,0,0,0
Ovary-AdenoCA,SP101588,0.746,0,32,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA,SP101584,0.668,0,5,0,0,0,12,0,0,0,0,0
Ovary-AdenoCA,SP101686,0.576,0,0,0,4,3,0,0,0,14,0,0
Ovary-AdenoCA,SP101532,0.921,0,40,0,51,0,0,0,0,0,0,0
Ovary-AdenoCA,SP101732,0.927,0,72,0,64,58,0,0,0,0,0,0
Ovary-AdenoCA,SP101528,0.686,0,54,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA,SP101536,0.68,0,19,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA,SP101576,0.693,0,8,0,8,0,15,0,0,25,0,0
Ovary-AdenoCA,SP102015,0.95,0,59,0,65,91,0,0,0,0,0,0
Ovary-AdenoCA,SP102168,0.717,0,3,0,9,5,0,0,0,0,0,0
Ovary-AdenoCA,SP101716,0.871,0,24,0,33,0,40,0,0,0,0,0
Ovary-AdenoCA,SP101592,0.865,0,13,0,12,0,22,0,0,0,0,0
Ovary-AdenoCA,SP101658,0.571,0,10,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA,SP102045,0.896,0,67,0,96,91,0,0,0,0,0,0
Ovary-AdenoCA,SP101552,0.811,0,150,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA,SP101519,0.806,0,12,0,0,8,15,0,0,27,0,0
Ovary-AdenoCA,SP101690,0.871,0,36,0,64,0,0,0,0,0,0,0
Ovary-AdenoCA,SP102123,0.752,0,0,0,8,4,7,0,0,0,0,7
Ovary-AdenoCA,SP101662,0.825,0,25,0,0,0,46,0,0,0,0,0
Ovary-AdenoCA,SP101600,0.667,0,4,0,6,0,0,0,0,0,0,0
Ovary-AdenoCA,SP101544,0.834,0,7,0,10,0,11,0,0,0,0,0
Ovary-AdenoCA,SP102133,0.531,0,8,0,0,0,0,25,0,37,0,0
Ovary-AdenoCA,SP101881,0.922,0,58,0,0,187,0,0,0,0,0,0
Ovary-AdenoCA,SP102035,0.842,0,21,0,35,0,41,0,0,0,0,0
Ovary-AdenoCA,SP101642,0.846,0,17,0,19,13,36,0,0,61,0,0
Ovary-AdenoCA,SP101596,0.781,0,5,0,6,0,15,0,0,0,0,0
Ovary-AdenoCA,SP101670,0.879,0,54,0,84,0,0,0,0,0,0,0
Ovary-AdenoCA,SP101674,0.944,0,37,0,32,0,0,0,0,0,0,0
Ovary-AdenoCA,SP101572,0.902,0,6,0,0,0,0,0,0,0,0,15
Ovary-AdenoCA,SP101678,0.879,0,22,0,45,20,57,0,0,0,0,0
Ovary-AdenoCA,SP101740,0.899,0,70,0,57,0,110,0,0,0,0,0
Ovary-AdenoCA,SP101700,0.927,0,76,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA,SP101891,0.868,0,182,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA,SP102143,0.851,0,15,0,22,0,23,0,0,40,0,0
Ovary-AdenoCA,SP102113,0.904,0,10,0,9,0,17,0,0,22,0,0
Ovary-AdenoCA,SP101521,0.733,0,8,0,10,11,0,0,0,0,0,0
Ovary-AdenoCA,SP101526,0.842,0,13,0,12,0,0,0,0,26,0,16
Ovary-AdenoCA,SP101540,0.736,0,2,0,6,0,0,0,0,0,0,7
Ovary-AdenoCA,SP101604,0.87,0,20,0,17,0,27,0,0,0,0,0
Ovary-AdenoCA,SP101548,0.739,0,82,0,0,0,0,0,0,0,0,0
Ovary-AdenoCA,SP101523,0.851,0,16,0,16,0,19,0,0,0,0,0
Ovary-AdenoCA,SP102090,0.833,0,8,0,9,0,22,0,0,23,0,0
